Time Period,start:,2021-01-15 11:06:03,end:,
Sensors:,SDS011_1
Location:,NX01Loc_GPS,Lat-Lon,lat,lon
Interval time,30
time,lat,lon,alt,sds-pm2.5,sds-pm10,sds-TSP
2021-01-15 15:17:33,51.565870667,0.183266833,24.6,nan,nan,nan,999
2021-01-15 15:18:03,51.565972333,0.183202833,23.0,nan,nan,nan,999
2021-01-15 15:18:33,51.565806833,0.1833225,17.9,nan,nan,nan,999
2021-01-15 15:19:03,51.565818833,0.183276333,16.9,nan,nan,nan,999
2021-01-15 15:19:33,51.565788833,0.183307667,14.1,10.3,17.5,24.0,0
2021-01-15 15:20:03,51.565792333,0.183301167,17.2,nan,nan,nan,999
2021-01-15 15:20:33,51.565827333,0.183277167,17.3,nan,nan,nan,999
2021-01-15 15:21:03,51.565816,0.183280667,19.6,nan,nan,nan,999
2021-01-15 15:21:33,51.5658245,0.183252667,19.7,10.0,13.7,19.9,0
2021-01-15 15:22:03,51.565841478,0.183246145,12.576,nan,nan,nan,999
2021-01-15 15:22:33,51.56587,0.183225833,15.9,nan,nan,nan,999
2021-01-15 15:23:03,51.5658145,0.183283333,15.5,nan,nan,nan,999
2021-01-15 15:23:33,51.565743167,0.183251333,20.5,nan,nan,nan,999
2021-01-15 15:24:03,51.565803833,0.183299333,25.5,nan,nan,nan,999
2021-01-15 15:24:33,51.565904333,0.183313833,33.0,nan,nan,nan,999
2021-01-15 15:25:03,51.565766667,0.183267667,33.9,10.4,17.2,23.8,0
